År;Year;Station;Datum;Behandling;Ruta;Sandförekomst %;Kommentar (kornstorlek mm);Slåtter eller inte;Data comment
2022;6;Byvalla;20220719;ytskrapning;6;50;50 % inblandat i jord under mossa gräs och död ved. Blottad sand är lös med hårda partier.;;
2022;6;Byvalla;20220831;ytskrapning/slåtter;1;30;Mellangrov sand, hård med lösa partier. I övrigt grus och sten med mossa.;;
2022;6;Byvalla;20220831;ytskrapning/slåtter;2;50;Fin till grov, lös med hårda partier, enstaka bon av stekel. I övrigt, grus, sten, mossa och lavar.;;
2022;6;Byvalla;20220831;ytskrapning/slåtter;3;50;Fin till grov, lös med hårda partier, flera bon av stekel. I övrigt, grus, sten, mossa och lavar.;;
2022;6;Byvalla;20220831;ytskrapning/slåtter;4;70;Fin till grov, lös med hårda partier, enstaka bon av stekel. I övrigt, grus, sten, mossa och lavar.;;
2022;6;Byvalla;20220719;ytskrapning/slåtter;5;80;Grov till fin sand, hårt med lösa partier.;;
2022;6;Byvalla;20220719;ytskrapning/slåtter;6;90;Grov till fin sand, hårt med lösa partier.;;
2022;6;Jularbo;20220802;rotryckning;1;40;Hårt packad fin sand med lösa partier (få). Även grus och makadam. ;;
2022;6;Jularbo;20220802;rotryckning;2;20;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.;;
2022;6;Jularbo;20220802;rotryckning;3;10;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.;;
2022;6;Jularbo;20220901;rotryckning;1;5;Fin till mellangrov sand, lös med hårdare partier. Omgivet av mossa och lav.;;
2022;6;Jularbo;20220901;rotryckning;2;20;Fin till grov sand. Lös med hårda partier. Övrig yta täckt av lavar, mossa och org. Material.;;
2022;6;Jularbo;20220902;rotryckning;3;5;Fin till grov sand. Lös med hårda partier. Flera hål av stekel. Övrig yta täckt av lavar, mossa och org. Material.;;
2022;6;Jularbo;20220802;rotryckning/slåtter;4;30;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.;;
2022;6;Jularbo;20220802;rotryckning/slåtter;5;1;Hårt packad fin-grov sand med löst ovanpå.(inte grävmaterial) ;;
2022;6;Jularbo;20220802;rotryckning/slåtter;6;70;Grov till fin, blandat. Även grus och sten. Löst med hårda partier. Flera bohål av steklar och myror.;;
2022;6;Jularbo;20220901;rotryckning/slåtter;4;5;Fin till mellangrov sand, lös med hårdare partier. Omgivet av mossa och lav.;;
2022;6;Jularbo;20220901;rotryckning/slåtter;5;5;Fin till mellangrov sand, lös med hårdare partier. Omgivet av mossa och lav.;;
2022;6;Jularbo;20220902;rotryckning/slåtter;6;80;Fin till grov sand. Lös med hårda partier. Enstaka hål av stekel.  Övrig yta täckt av lavar, mossa och org. Material.;;
2022;6;Jularbo;20220802;ytskrapning;1;60;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.;;
2022;6;Jularbo;20220802;ytskrapning;2;60;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.flera bohål av steklar och myror;;
2022;6;Jularbo;20220802;ytskrapning;3;80;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.flera bohål av steklar och myror;;
2022;6;Jularbo;20220901;ytskrapning;1;10;Fin till grov sand. Lös med hårda partier. Löst grus ovanpå.  Övrig yta täckt av lavar, mossa och org. Material.;;
2022;6;Jularbo;20220901;ytskrapning;2;15;Fin till grov sand. Lös med hårda partier. Löst grus ovanpå.  Övrig yta täckt av lavar, mossa och org. Material.;;
2022;6;Jularbo;20220902;ytskrapning;3;70;Fin till grov sand. Lös med hårda partier. Enstaka hål av stekel.  Övrig yta täckt av lavar, mossa och org. Material.;;
2022;6;Jularbo;20220802;ytskrapning/slåtter;4;20;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.;;
2022;6;Jularbo;20220802;ytskrapning/slåtter;5;60;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.;;
2022;6;Jularbo;20220802;ytskrapning/slåtter;6;30;Grov till fin, blandat. Även grus och sten. Löst med hårda partier.;;
2022;6;Jularbo;20220901;ytskrapning/slåtter;4;10;Fin till grov sand. Lös med hårda partier. Enstaka hål av stekel. Övrig yta täckt av lavar, mossa och org. Material.;;
2022;6;Jularbo;20220901;ytskrapning/slåtter;5;40;Fin till grov sand. Lös med hårda partier. Enstaka hål av stekel. Övrig yta täckt av lavar, mossa och org. Material.;;
2022;6;Jularbo;20220902;ytskrapning/slåtter;6;30;Fin till grov sand. Lös med hårda partier. Övrig yta täckt av lavar, mossa och organiskt material.;;
2022;6;Gustafs;20220804;rotryckning;1;5;Fin sand. Medelhård. Grus och sten. Flera bohål.  ;;
2022;6;Gustafs;20220804;rotryckning;2;0;Silt med bohål;;
2022;6;Gustafs;20220804;rotryckning;3;80;Grov till fin, lös med hårda partier. Grus och sten.;;
2022;6;Gustafs;20220804;rotryckning;4;10;Grov till fin, lös med hårda partier. Grus och sten.;;
2022;6;Gustafs;20220805;rotryckning;5;5;Fin till mellan sand. Medelhård. Grus och sten. ;;
2022;6;Gustafs;20220805;rotryckning;6;70;Fin till mellan lös med hårda partier. Grus och sten. Flera bohål.;;
2022;6;Gustafs;20220804;rotryckning/slåtter;1;40;Grov till fin sand, medelhårt med lösa partier (där bon byggts.;;
2022;6;Gustafs;20220804;rotryckning/slåtter;2;10;Grov till fin sand, medelhårt med lösa partier (där bon byggts.;;
2022;6;Gustafs;20220804;rotryckning/slåtter;3;10;Grov till fin sand, medelhårt med lösa partier.;;
2022;6;Gustafs;20220804;rotryckning/slåtter;4;80;Grov till fin, lös med hårda partier. Grus och sten.;;
2022;6;Gustafs;20220805;rotryckning/slåtter;5;1;Fin till mellan sand. Medelhård. Grus och sten. ;;
2022;6;Gustafs;20220805;rotryckning/slåtter;6;1;Fin till mellan sand. Medelhård. Grus och sten. ;;
2022;6;Gustafs;20220804;ytskrapning;1;60;Grov till fin, blandat. Även grus och sten. Löst med hårda partier. Och partier med medelhård sand.;;
2022;6;Gustafs;20220804;ytskrapning;2;60;Grov till fin, blandat. Även grus och sten. Löst med hårda partier. Och partier med medelhård sand.;;
2022;6;Gustafs;20220804;ytskrapning;3;90;Grov till fin, lös med hårda partier. Grus och sten.;;
2022;6;Gustafs;20220804;ytskrapning;4;30;Grov till fin, lös med hårda partier. Grus och sten.;;
2022;6;Gustafs;20220805;ytskrapning;5;70;Grov till fin, lös med hårda partier. Grus och sten. Flera bohål;;
2022;6;Gustafs;20220805;ytskrapning;6;90;Grov till fin, lös med hårda partier. Grus och sten. Flera bohål. Byxbi noterades.;;
2022;6;Gustafs;20220804;ytskrapning/slåtter;1;30;Fin sand. Medelhård. Grus och sten. ;;
2022;6;Gustafs;20220804;ytskrapning/slåtter;2;30;Fin sand. Medelhård. Grus och sten. ;;
2022;6;Gustafs;20220804;ytskrapning/slåtter;3;70;Grov till fin, blandat. Även grus och sten. Löst med hårda partier. Och partier med medelhård sand.;;
2022;6;Gustafs;20220804;ytskrapning/slåtter;4;80;Grov till fin, lös med hårda partier. Grus och sten.;;
2022;6;Gustafs;20220805;ytskrapning/slåtter;5;5;Mellan till fin sand. Medelhård till lös. I övrigt tunt lager med mossa och dött gräs o.d.;;
2022;6;Gustafs;20220805;ytskrapning/slåtter;6;10;Mellan till fin sand. Medelhård till lös. I övrigt tunt lager med mossa och dött gräs o.d.;;
2022;6;Brunflo ;20220626;rotryckning;1;5;Mellan- och grovsand inblandat i jorden. Månlåsbräken förekommer i denna ruta. ;;
2022;6;Brunflo ;20220626;rotryckning;2;35;Mellan- och grovsand inblandat i jorden.;;
2022;6;Brunflo ;20220626;rotryckning;3;0;Inblandat i jorden. Hög täckning av kärlväxter och mossor.;;Used to be <1
2022;6;Brunflo ;20220626;rotryckning;4;0;Sammanhängande moss- och kärlväxttäcke. Månlåsbräken förekommer i denna ruta.;;
2022;6;Brunflo ;20220626;rotryckning;5;0;Tätt fältskikt.;;
2022;6;Brunflo ;20220626;rotryckning;6;0;Sammanhängande moss- och kärlväxttäcke.;;
2022;6;Brunflo ;20220626;ytskrapning;1;25;Mellan- och grovsand inblandat i jorden.;;
2022;6;Brunflo ;20220626;ytskrapning;2;30;Mellan- och grovsand inblandat i jorden.;;
2022;6;Brunflo ;20220626;ytskrapning;3;35;Mellan- och grovsand inblandat i jorden.;;
2022;6;Brunflo ;20220626;ytskrapning;4;40;Mellan- och grovsand inblandat i jorden.;;
2022;6;Brunflo ;20220626;ytskrapning;5;40;Mellan- och grovsand inblandat i jorden.;;
2022;6;Brunflo ;20220626;ytskrapning;6;20;Mellan- och grovsand inblandat i jorden. Stenigt. ;;
2022;6;Mattmar;20220628;rotryckning;1;25;Grusblandad sand, blandade fraktioner. Packad men inte för hård.;;
2022;6;Mattmar;20220628;rotryckning;2;15;Grusblandad sand, blandade fraktioner. ;;
2022;6;Mattmar;20220628;rotryckning;3;30;Grusblandad sand, blandade fraktioner. Packad men inte för hård.;;
2022;6;Mattmar;20220628;rotryckning;4;20;Blandade sandfraktioner med mest finkornig sand.;;
2022;6;Mattmar;20220628;rotryckning;5;0;Blandade sandfraktioner med mest finkornig sand. Sammanhängande Moss- och kärlväxttäcke. 11 ex månlåsbräken.;;Used to be <1
2022;6;Mattmar;20220628;rotryckning;6;0;Tätt moss- och förnatäcke.;;
2022;6;Mattmar;20220628;rotryckning;6;;;;
2022;6;Mattmar;20220628;rotryckning;6;;;;
2022;6;Mattmar;20220628;ytskrapning;1;60;Blandade sandfraktioner med mest finkornig sand.;;
2022;6;Mattmar;20220628;ytskrapning;2;30;Blandade sandfraktioner med mest finkornig sand. Inblandning av organisk jord. Ca 30% spridd makadam.;;
2022;6;Mattmar;20220628;ytskrapning;3;30;Blandade sandfraktioner med mest finkornig sand.;;
2022;6;Mattmar;20220628;ytskrapning;4;0;Tätt mosstäcke. Blandade sandfraktioner med mest finkornig sand.;;Used to be <1
2022;6;Mattmar;20220628;ytskrapning;5;10;Blandade sandfraktioner med mest finkornig sand. Stenar inblandat.;;
2022;6;Mattmar;20220628;ytskrapning;6;1;Tätt mosstäcke. Blandade sandfraktioner med mest finkornig sand.;;
2022;6;Ope;20220622;rotryckning;1;0;Sammanhängande moss- och kärlväxttäcke.;;
2022;6;Ope;20220622;rotryckning;2;0;Sammanhängande moss- och kärlväxttäcke.;;
2022;6;Ope;20220622;rotryckning;3;1;Inblandad sparsamt i jorden, fin- till mellansand.;;
2022;6;Ope;20220622;rotryckning;4;0;Sammanhängande moss- och kärlväxttäcke.;;
2022;6;Ope;20220622;rotryckning;5;0;Sammanhängande moss- och kärlväxttäcke.;;
2022;6;Ope;20220622;rotryckning;6;0;Sammanhängande moss- och kärlväxttäcke.;;
2022;6;Ope;20220622;ytskrapning;1;10;Löst, inblandat i jord och grus under ytligt gruslager. Grus dominerar. Mellansand. ;;
2022;6;Ope;20220622;ytskrapning;2;5;Inblandat i jord och grus under tunt gruslager. Enstaka fläckar blottade. Mellansand.;;
2022;6;Ope;20220622;ytskrapning;3;10;Inblandat i jord och grus under tunt gruslager. Enstaka fläckar blottade. Mellansand.;;
2022;6;Ope;20220622;ytskrapning;4;10;Inblandat i jord och grus under tunt gruslager. Inslag av  blottade fläckar. Mellan- och finsand. Enstaka fläck med sand från borttagna sandhögar.;;
2022;6;Ope;20220622;ytskrapning;5;1;Inblandat i jord och grus som mindre fläckar. Större gruskorn och utbredd vegetation i övrigt.;;
2022;6;Ope;20220622;ytskrapning;6;1;Inblandat i jord och grus. Större gruskorn och sten. Moss- och vegetationstäckning i övrigt.;;
2022;6;Trångsviken;20220627;rotryckning;1;5;Blandade sandfraktioner inblandat i jorden. 3 ex månlåsbräken i ytan. ;;
2022;6;Trångsviken;20220627;rotryckning;2;25;Blandade sandfraktioner inblandat i jorden. Lite trampstörning av genande människor. 24 ex månlåsbräken i ytan. ;;
2022;6;Trångsviken;20220627;rotryckning;3;15;Blandade sandfraktioner inblandat i jorden. Lite trampstörning av genande människor. 6 ex månlåsbräken i ytan. ;;
2022;6;Trångsviken;20220627;rotryckning;4;10;Blandade sandfraktioner inblandat i jorden. 10 ex månlåsbräken i ytan. ;;
2022;6;Trångsviken;20220627;rotryckning;5;0;Tätt mosstäcke.;;
2022;6;Trångsviken;20220627;rotryckning;6;1;Tätt mosstäcke. Sandblottor vid lokal markstörning.;;
2022;6;Trångsviken;20220627;rotryckning;6;;;;
2022;6;Trångsviken;20220627;ytskrapning;1;0;Möjligen finns finsand sparsamt inblandat jorden. Mycket sten spritt i ytan.;;Used to be <1
2022;6;Trångsviken;20220627;ytskrapning;2;20;Blandade sandfraktioner i jorden. ;;
2022;6;Trångsviken;20220627;ytskrapning;3;30;Blandade sandfraktioner i sanddominerad jord. Gott om makadamstenar i halva ytan. ;;
2022;6;Trångsviken;20220627;ytskrapning;4;20;Blandade sandfraktioner i jorden. ;;
2022;6;Trångsviken;20220627;ytskrapning;5;30;Blandade sandfraktioner i jorden. Ett bohål av grävande insekt. ;;
2022;6;Trångsviken;20220627;ytskrapning;6;25;Blandade sandfraktioner i jorden. ;;
