År;Year;Station;Datum;Behandling;Ruta;Art;Species;Fältkommentar;Slåtter;Ej i trafikverkets artlista (se kommentar);tree.bush
2017;1;Ope;20170719;Ytskrapning;4;Maskros;Taraxacum sp.;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Maskros;Taraxacum sp.;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Rödsvingel;Festuca rubra;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Röllika;Achillea millefolium;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Sandnarv;Arenaria serpyllifolia;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Stormåra;Gallium mollugo;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Svenskfibbla;Pilosella suecica;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Trifolium sp.;Trifolium sp.;;;;0
2017;1;Ope;20170719;Ytskrapning;4;Vitblära;Silene latifolia;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Backskärvfrö;Noccaea caerulescens;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Bockrot;Pimpinella saxifraga;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Färgkulla;Cota tinctoria;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Grustrav;Arabidopsis suecica;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Klibbkorsört;Senecio viscosus;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Käringtand;Lotus corniculatus;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Maskros;Taraxacum sp.;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Rödsvingel;Festuca rubra;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Röllika;Achillea millefolium;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Sandnarv;Arenaria serpyllifolia;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Skogsnäva;Geranium sylvaticum;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Stormåra;Gallium mollugo;;;;0
2017;1;Ope;20170719;Ytskrapning;5;Åkervädd;Knautia arvensis;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Backskärvfrö;Noccaea caerulescens;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Bockrot;Pimpinella saxifraga;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Färgkulla;Cota tinctoria;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Grustrav;Arabidopsis suecica;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Hundäxing;Dactylis glomerata;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Klibbkorsört;Senecio viscosus;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Käringtand;Lotus corniculatus;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Maskros;Taraxacum sp.;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Maskros;Taraxacum sp.;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Rödklöver;Trifolium pratense;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Rödsvingel;Festuca rubra;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Röllika;Achillea millefolium;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Sibirisk björnloka;Heracleum sphondylium subsp. sibiricum;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Smörblomma;Ranunculus acris;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Stormåra;Gallium mollugo;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Trifolium sp.;Trifolium sp.;;;;0
2017;1;Ope;20170719;Ytskrapning;6;Åkervädd;Knautia arvensis;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Färgkulla;Cota tinctoria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Gatkamomill;Matricaria discoidea;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Getväppling;Anthyllis vulneraria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Grustrav;Arabidopsis suecica;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Gråbo;Artemisia vulgaris;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Klofibbla;Crepis tectorum;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Kråkvicker;Vicia cracca;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Maskros;Taraxacum sp.;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Renfana;Tanacetum vulgare;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Rödsvingel;Festuca rubra;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Småsporre;Chaenorhinum minus;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;1;Trifolium sp.;Trifolium sp.;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;2;Agrostis sp.;Agrostis sp.;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;2;Fjällvedel;Astragalus alpinus;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;2;Färgkulla;Cota tinctoria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;2;Gatkamomill;Matricaria discoidea;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;2;Getväppling;Anthyllis vulneraria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;2;Gråbo;Artemisia vulgaris;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;2;Maskros;Taraxacum sp.;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;2;Rödklöver;Trifolium pratense;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;2;Rödsvingel;Festuca rubra;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;2;Småsporre;Chaenorhinum minus;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Fjällgröe;Poa alpina;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Färgkulla;Cota tinctoria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Gatkamomill;Matricaria discoidea;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Getväppling;Anthyllis vulneraria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Groblad;Plantago major;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Klofibbla;Crepis tectorum;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Maskros;Taraxacum sp.;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Pilosella sp.;Pilosella sp.;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Prästkrage;Leucanthemum vulgare;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Renfana;Tanacetum vulgare;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Revsmörblomma;Ranunculus repens;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Rödklöver;Trifolium pratense;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Rödsvingel;Festuca rubra;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Röllika;Achillea millefolium;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Sandnarv;Arenaria serpyllifolia;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Sibirisk björnloka;Heracleum sphondylium subsp. sibiricum;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Småsporre;Chaenorhinum minus;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Styvmorsviol;Viola tricolor;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Trifolium sp.;Trifolium sp.;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;3;Tussilago;Tussilago farfara;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Fjällgröe;Poa alpina;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Färgkulla;Cota tinctoria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Gatkamomill;Matricaria discoidea;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Getväppling;Anthyllis vulneraria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Gråbo;Artemisia vulgaris;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Klofibbla;Crepis tectorum;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Krypven;Agrostis stolonifera;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Maskros;Taraxacum sp.;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Poa sp.;Poaceae;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Renfana;Tanacetum vulgare;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Rödsvingel;Festuca rubra;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Rödven;Agrostis capillaris;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Röllika;Achillea millefolium;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;4;Småsporre;Chaenorhinum minus;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Fjällgröe;Poa alpina;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Färgkulla;Cota tinctoria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Gatkamomill;Matricaria discoidea;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Getväppling;Anthyllis vulneraria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Klofibbla;Crepis tectorum;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Kummin;Carum carvi;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Poa sp.;Poaceae;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Prästkrage;Leucanthemum vulgare;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Renfana;Tanacetum vulgare;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Rödklöver;Trifolium pratense;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Rödsvingel;Festuca rubra;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Röllika;Achillea millefolium;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Sandnarv;Arenaria serpyllifolia;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Småsporre;Chaenorhinum minus;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Trifolium sp.;Trifolium sp.;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;5;Tussilago;Tussilago farfara;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Fjällgröe;Poa alpina;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Fjällvedel;Astragalus alpinus;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Färgkulla;Cota tinctoria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Gatkamomill;Matricaria discoidea;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Getväppling;Anthyllis vulneraria;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Hundäxing;Dactylis glomerata;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Höstfibbla;Scorzoneroides autumnalis;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Klofibbla;Crepis tectorum;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Klofibbla;Crepis tectorum;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Prästkrage;Leucanthemum vulgare;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Rödklöver;Trifolium pratense;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Rödsvingel;Festuca rubra;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Röllika;Achillea millefolium;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Sandnarv;Arenaria serpyllifolia;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Småsporre;Chaenorhinum minus;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Trampgröe;Poa supina;;;;0
2017;1;Trångsviken;20170720;Ytskrapning;6;Tussilago;Tussilago farfara;;;;0
2017;1;Avesta;20170704;Ytskrapning;1;Knytling;Herniaria glabra;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Rödsvingel;Festuca rubra;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Höstfibbla;Scorzoneroides autumnalis;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Kråkvicker;Vicia cracca;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Stormåra;Gallium mollugo;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Renfana;Tanacetum vulgare;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Smultron;Fragaria vesca;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Strimsporre;Linaria repens;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Äkta johannesört;Hypericum perforatum;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Vårtbjörk;Betula pendula;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;1;Sälg;Salix caprea;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;1;Backskärvfrö;Noccaea caerulescens;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Gråbinka;Erigeron acris;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;1;Getväppling;Anthyllis vulneraria;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;2;Vårtbjörk;Betula pendula;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;2;Asp;Populus tremula;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;2;Åkervädd;Knautia arvensis;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;2;Stormåra;Gallium mollugo;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;2;Berggröe;Poa compressa;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;2;Strimsporre;Linaria repens;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;3;Vårtbjörk;Betula pendula;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;3;Strimsporre;Linaria repens;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;3;Fårsvingel;Festuca ovina;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;3;Sandtrav;Arabidopsis arenosa;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;3;Stormåra;Gallium mollugo;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;3;Lupin;Lupinus polyphyllus;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;4;Rödven;Agrostis capillaris;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;4;Vårtbjörk;Betula pendula;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;4;Jolster;Salix pentandra;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;5;Rödven;Agrostis capillaris;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;5;Tall;Pinus sylvestris;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;5;Stormåra;Gallium mollugo;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;5;Asp;Populus tremula;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;6;Äkta johannesört;Hypericum perforatum;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;6;Mjölkört;Chamaenerion angustifolium;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;6;Renfana;Tanacetum vulgare;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;6;Stormåra;Gallium mollugo;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;6;Vårtbjörk;Betula pendula;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;6;Sälg;Salix caprea;;Ingen;;1
2017;1;Avesta;20170704;Ytskrapning;6;Smultron;Fragaria vesca;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;6;Getväppling;Anthyllis vulneraria;;Ingen;;0
2017;1;Avesta;20170704;Ytskrapning;6;Strimsporre;Linaria repens;;Ingen;;0
2017;1;Jularbo;20170705;Ytskrapning;1;Gråvide;Salix cinerea;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;1;Vårtbjörk;Betula pendula;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;1;Gråal;Alnus incana;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;1;Bergsyra;Rumex acetosella;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;2;Asp;Populus tremula;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;2;Vårtbjörk;Betula pendula;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;2;Gråfibbla;Pilosella officinarum;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;2;Bergsyra;Rumex acetosella;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;2;Kvastfibbla;Pilosella cymosa;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;3;Vårtbjörk;Betula pendula;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;3;Renfana;Tanacetum vulgare;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;3;Ängsklocka;Campanula patula;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;3;Gråfibbla;Pilosella officinarum;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;3;Bergsyra;Rumex acetosella;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;3;Gråal;Alnus incana;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;3;Åkervädd;Knautia arvensis;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;4;Åkerfräken;Equisetum arvense;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;4;Tall;Pinus sylvestris;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;4;Gråal;Alnus incana;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;4;Vårtbjörk;Betula pendula;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;5;Gråal;Alnus incana;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;5;Vårtbjörk;Betula pendula;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;5;Asp;Populus tremula;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;5;Strimsporre;Linaria repens;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;5;Tall;Pinus sylvestris;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;5;Åkerfräken;Equisetum arvense;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;5;Bergsyra;Rumex acetosella;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;5;Renfana;Tanacetum vulgare;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;5;Kvastfibbla;Pilosella cymosa;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;5;Röllika;Achillea millefolium;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;6;Vårtbjörk;Betula pendula;;Ingen än;;1
2017;1;Jularbo;20170705;Ytskrapning;6;Bergsyra;Rumex acetosella;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;6;Renfana;Tanacetum vulgare;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;6;Sandtrav;Arabidopsis arenosa;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;6;Åkervädd;Knautia arvensis;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;6;Prästkrage;Leucanthemum vulgare;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;6;Stormåra;Gallium mollugo;;Ingen än;;0
2017;1;Jularbo;20170705;Ytskrapning;6;Gråbo;Artemisia vulgaris;;Ingen än;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Mjölkört;Chamaenerion angustifolium;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Renfana;Tanacetum vulgare;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Rödklöver;Trifolium pratense;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Åkervädd;Knautia arvensis;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Kvastfibbla;Pilosella cymosa;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Femfingerört;Potentilla argentea;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Femfingerört;Potentilla argentea;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Röllika;Achillea millefolium;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Sandtrav;Arabidopsis arenosa;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Strimsporre;Linaria repens;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Tall;Pinus sylvestris;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;2;Åkervädd;Knautia arvensis;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Renfana;Tanacetum vulgare;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Gulsporre;Linaria vulgaris;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Asp;Populus tremula;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;3;Tall;Pinus sylvestris;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;3;Renfana;Tanacetum vulgare;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Rödklöver;Trifolium pratense;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Hagfibbla;Hieracium triviale;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Mjölkört;Chamaenerion angustifolium;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Femfingerört;Potentilla argentea;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;4;Rödklöver;Trifolium pratense;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;4;Tall;Pinus sylvestris;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;4;Gran;Picea abies;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;4;Glasbjörk;Betula pubescens;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;4;Renfana;Tanacetum vulgare;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;4;Flockfibbla;Hieracium umbellatum;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;4;Sandtrav;Arabidopsis arenosa;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;4;Ängssyra;Rumex acetosa;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;4;Ängsklocka;Campanula patula;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;5;Lupin;Lupinus polyphyllus;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;5;Gulsporre;Linaria vulgaris;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;5;Rödklöver;Trifolium pratense;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;5;Tall;Pinus sylvestris;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;5;Gråal;Alnus incana;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;5;Glasbjörk;Betula pubescens;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;5;Vårtbjörk;Betula pendula;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;5;Ängssyra;Rumex acetosa;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;5;Stormåra;Gallium mollugo;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;5;Hagfibbla;Hieracium triviale;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;5;Bergsyra;Rumex acetosella;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;6;Tall;Pinus sylvestris;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;6;Asp;Populus tremula;;Slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;6;Rödklöver;Trifolium pratense;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;6;Bergsyra;Rumex acetosella;;Slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Rödklöver;Trifolium pratense;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Kråkvicker;Vicia cracca;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Sandtrav;Arabidopsis arenosa;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Knippfryle;Luzula campestris;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Tall;Pinus sylvestris;;Ej slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;1;Röllika;Achillea millefolium;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;1;Stormåra;Gallium mollugo;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Asp;Populus tremula;;Ej slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;2;Glasbjörk;Betula pubescens;;Ej slåtter;;1
2017;1;Byvalla;20170607;Ytskrapning;2;Renfana;Tanacetum vulgare;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Rödklöver;Trifolium pratense;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Sandtrav;Arabidopsis arenosa;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Flockfibbla;Hieracium umbellatum;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Stormåra;Gallium mollugo;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Bergsyra;Rumex acetosella;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Kråkvicker;Vicia cracca;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;2;Femfingerört;Potentilla argentea;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Stormåra;Gallium mollugo;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Rödklöver;Trifolium pratense;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Sandtrav;Arabidopsis arenosa;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Smultron;Fragaria vesca;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Gulsporre;Linaria vulgaris;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Vitklöver;Trifolium repens;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Daggkåpa;Alchemilla vulgaris;;Ej slåtter;;0
2017;1;Byvalla;20170607;Ytskrapning;3;Bergsyra;Rumex acetosella;;Ej slåtter;;0
