Year;Years after milling;Station;Datum;Pairnr;Treatment;Jordtyp;Vegetation height cm;Litter depth cm;Dug holes;No.subplots.with.more.than.50.bare.soil;No.subplots.with.more.than.50.rock;Area for growth m2;No.subplots.with.more.than.50.grass;Art;Occurrences out of 25;Species;Family;Tree/bush
2020;Year 1;Norra Valbo;2020-06-15;9;Milled;;0;0;0;23;2;0,23;0;Svinmolke;1;Sonchus asper;Asteraceae;0
2020;Year 1;Norra Valbo;2020-06-15;9;Milled;;0;0;0;23;2;0,23;0;Ängssyra;1;Rumex acetosa;Polygonaceae;0
2020;Year 1;Norra Valbo;2020-06-15;9;Milled;;0;0;0;23;2;0,23;0;Kummin;1;Carum carvi;Apiaceae;0
2020;Year 1;Norra Valbo;2020-06-15;9;Milled;;0;0;0;23;2;0,23;0;Ängsklocka;2;Campanula patula;Campanulaceae;0
2020;Year 1;Norra Valbo;2020-06-15;9;Milled;;0;0;0;23;2;0,23;0;Rödven;6;Agrostis capillaris;Poaceae;0
2020;Year 1;Norra Valbo;2020-06-15;9;Milled;;0;0;0;23;2;0,23;0;Knippfryle;1;Luzula campestris;Juncaceae;0
2020;Year 1;Norra Valbo;2020-06-15;9;Milled;;0;0;0;23;2;0,23;0;Tall;1;Pinus sylvestris;Pinaceae;1
2020;Year 1;Norra Valbo;2020-06-15;9;Milled;;0;0;0;23;2;0,23;0;Sparvvicker;1;Vicia tetrasperma;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;1;Control;Organiskt blandad jord med alla fraktioner. Mestadels Sten 1-5 cm;10;0,5;0;0;0;0,25;0;Skogsklöver;24;Trifolium medium;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;1;Control;;10;0,5;0;0;0;0,25;0;Gråbo;1;Artemisia vulgaris;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;1;Control;;10;0,5;0;0;0;0,25;0;Rödven;25;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;1;Control;;10;0,5;0;0;0;0,25;0;Stormåra;11;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;1;Control;;10;0,5;0;0;0;0,25;0;Kvickrot;2;Elytrigia repens;Poaceae;0
2020;Year 1;Storvik;2020-06-16;1;Control;;10;0,5;0;0;0;0,25;0;Renfana;2;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;3;Control;;0;0;0;0;0;0,25;1;Renfana;8;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;3;Control;;0;0;0;0;0;0,25;1;Rödven;22;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;3;Control;;0;0;0;0;0;0,25;1;Rödklöver;8;Trifolium pratense;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;3;Control;;0;0;0;0;0;0,25;1;Ängsgröe;9;Poa pratensis;Poaceae;0
2020;Year 1;Storvik;2020-06-16;3;Control;;0;0;0;0;0;0,25;1;Femfingerört;6;Potentilla argentea;Rosaceae;0
2020;Year 1;Storvik;2020-06-16;3;Control;;0;0;0;0;0;0,25;1;Strimsporre;3;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;3;Control;;0;0;0;0;0;0,25;1;Rödsvingel;1;Festuca rubra;Poaceae;0
2020;Year 1;Storvik;2020-06-16;3;Control;;0;0;0;0;0;0,25;1;Stormåra;2;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;3;Control;;0;0;0;0;0;0,25;1;Groblad;1;Plantago major;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;1;Milled;;0;0;0;24;1;0,24;1;Kvickrot;3;Elytrigia repens;Poaceae;0
2020;Year 1;Storvik;2020-06-16;1;Milled;;0;0;0;24;1;0,24;1;Ängsgröe;17;Poa pratensis;Poaceae;0
2020;Year 1;Storvik;2020-06-16;1;Milled;;0;0;0;24;1;0,24;1;Stormåra;5;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;1;Milled;;0;0;0;24;1;0,24;1;Svinmålla;3;Chenopodium album;Amaranthaceae;0
2020;Year 1;Storvik;2020-06-16;1;Milled;;0;0;0;24;1;0,24;1;Grusnarv;3;Arenaria humifusa;Caryophyllaceae;0
2020;Year 1;Storvik;2020-06-16;1;Milled;;0;0;0;24;1;0,24;1;Renfana;1;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;1;Milled;;0;0;0;24;1;0,24;1;Smultron;4;Fragaria vesca;Rosaceae;0
2020;Year 1;Storvik;2020-06-16;1;Milled;;0;0;0;24;1;0,24;1;Skogsklöver;6;Trifolium medium;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;1;Milled;;0;0;0;24;1;0,24;1;Strimsporre;1;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Ängsgröe;;Poa pratensis;Poaceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Renfana;3;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Stormåra;7;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Svinmålla;3;Chenopodium album;Amaranthaceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Kvickrot;1;Elytrigia repens;Poaceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Skogsklöver;3;Trifolium medium;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Strimsporre;2;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Röllika;1;Achillea millefolium;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Hönsarv;1;Cerastium fontanum;Caryophyllaceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Rödven;4;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;3;Milled;;0;0;0;1;24;0,01;1;Kråkvicker;1;Vicia cracca;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;7;Control;;0;0,5;0;1;5;0,2;0;Stormåra;21;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;7;Control;;0;0,5;0;1;5;0,2;0;Rödklöver;3;Trifolium pratense;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;7;Control;;0;0,5;0;1;5;0,2;0;Strimsporre;8;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;7;Control;;0;0,5;0;1;5;0,2;0;Grustrav;3;Arabidopsis suecica;Brassicaceae;0
2020;Year 1;Storvik;2020-06-16;7;Control;;0;0,5;0;1;5;0,2;0;Flockfibbla;5;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;7;Control;;0;0,5;0;1;5;0,2;0;Rödven;20;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;7;Milled;;0;0;0;11;14;0,11;0;Rödven;5;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;7;Milled;;0;0;0;11;14;0,11;0;Stormåra;7;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;7;Milled;;0;0;0;11;14;0,11;0;Ängsgröe;7;Poa pratensis;Poaceae;0
2020;Year 1;Storvik;2020-06-16;7;Milled;;0;0;0;11;14;0,11;0;Flockfibbla;3;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;7;Milled;;0;0;0;11;14;0,11;0;Renfana;1;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;7;Milled;;0;0;0;11;14;0,11;0;Strimsporre;1;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;7;Milled;;0;0;0;11;14;0,11;0;Rödklöver;3;Trifolium pratense;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;8;Control;;1;1;0;1;4;0,21;0;Skogsklöver;11;Trifolium medium;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;8;Control;;1;1;0;1;4;0,21;0;Flockfibbla;14;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;8;Control;;1;1;0;1;4;0,21;0;Stormåra;19;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;8;Control;;1;1;0;1;4;0,21;0;Gulmåra;4;Galium verum;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;8;Control;;1;1;0;1;4;0,21;0;Röllika;10;Achillea millefolium;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;8;Control;;1;1;0;1;4;0,21;0;Rödven;3;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;8;Control;;1;1;0;1;4;0,21;0;Bergssyra;1;Rumex acetosella;Polygonaceae;0
2020;Year 1;Storvik;2020-06-16;8;Milled;;0;0;0;18;7;0,18;0;Rödven;2;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;8;Milled;;0;0;0;18;7;0,18;0;Ängsgröe;4;Poa pratensis;Poaceae;0
2020;Year 1;Storvik;2020-06-16;8;Milled;;0;0;0;18;7;0,18;0;Strimsporre;2;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;8;Milled;;0;0;0;18;7;0,18;0;Stormåra;7;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;9;Control;;7,5;2;0;0;0;0,25;0;Skogsklöver;25;Trifolium medium;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;9;Control;;7,5;2;0;0;0;0,25;0;Rödsvingel;25;Festuca rubra;Poaceae;0
2020;Year 1;Storvik;2020-06-16;9;Control;;7,5;2;0;0;0;0,25;0;Stormåra;6;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;9;Control;;7,5;2;0;0;0;0,25;0;Renfana;2;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;9;Control;;7,5;2;0;0;0;0,25;0;Flockfibbla;2;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;9;Milled;;0;0;0;18;7;0,18;0;Småsporre;2;Chaenorhinum minus;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;9;Milled;;0;0;0;18;7;0,18;0;Ängsgröe;8;Poa pratensis;Poaceae;0
2020;Year 1;Storvik;2020-06-16;9;Milled;;0;0;0;18;7;0,18;0;Rödven;4;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;9;Milled;;0;0;0;18;7;0,18;0;Rödsvingel;6;Festuca rubra;Poaceae;0
2020;Year 1;Storvik;2020-06-16;9;Milled;;0;0;0;18;7;0,18;0;Skogsklöver;6;Trifolium medium;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;9;Milled;;0;0;0;18;7;0,18;0;Renfana;9;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;9;Milled;;0;0;0;18;7;0,18;0;Stormåra;14;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;4;Milled;;0;0;0;24;1;0,24;0;Renfana;10;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;4;Milled;;0;0;0;24;1;0,24;0;Stormåra;6;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;4;Milled;;0;0;0;24;1;0,24;0;Ängsgröe;2;Poa pratensis;Poaceae;0
2020;Year 1;Storvik;2020-06-16;4;Milled;;0;0;0;24;1;0,24;0;Rödven;4;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;4;Milled;;0;0;0;24;1;0,24;0;Rödklöver;1;Trifolium pratense;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;5;Milled;;0;0;0;21;4;0,21;0;Korsört;1;Senecio vulgaris;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;5;Milled;;0;0;0;21;4;0,21;0;Ängsgröe;19;Poa pratensis;Poaceae;0
2020;Year 1;Storvik;2020-06-16;5;Milled;;0;0;0;21;4;0,21;0;Renfana;18;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;5;Milled;;0;0;0;21;4;0,21;0;Stormåra;3;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;5;Milled;;0;0;0;21;4;0,21;0;Skogsklöver;2;Trifolium medium;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;5;Milled;;0;0;0;21;4;0,21;0;Strimsporre;2;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;5;Milled;;0;0;0;21;4;0,21;0;Rödven;5;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;5;Milled;;0;0;0;21;4;0,21;0;Rödklöver;2;Trifolium pratense;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;6;Milled;;0;0;0;10;6;0,19;1;Rödven;4;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;6;Milled;;0;0;0;10;6;0,19;1;Ängsgröe;9;Poa pratensis;Poaceae;0
2020;Year 1;Storvik;2020-06-16;6;Milled;;0;0;0;10;6;0,19;1;Stormåra;13;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;6;Milled;;0;0;0;10;6;0,19;1;Renfana;12;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;6;Milled;;0;0;0;10;6;0,19;1;Rödklöver;2;Trifolium pratense;Fabaceae;0
2020;Year 1;Storvik;2020-06-16;6;Milled;;0;0;0;10;6;0,19;1;Småsporre;1;Chaenorhinum minus;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;6;Milled;;0;0;0;10;6;0,19;1;Strimsporre;1;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;4;Control;;2,5;2;0;0;0;0,25;1;Rödven;25;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;4;Control;;2,5;2;0;0;0;0,25;1;Flockfibbla;3;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;4;Control;;2,5;2;0;0;0;0,25;1;Renfana;14;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;4;Control;;2,5;2;0;0;0;0,25;1;Strimsporre;1;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;4;Control;;2,5;2;0;0;0;0,25;1;Stormåra;1;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;5;Control;;0;1;0;0;0;0,25;3;Rödven;25;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;5;Control;;0;1;0;0;0;0,25;3;Strimsporre;2;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;5;Control;;0;1;0;0;0;0,25;3;Renfana;6;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;6;Control;;5;1;0;0;0;0,25;2;Rödven;25;Agrostis capillaris;Poaceae;0
2020;Year 1;Storvik;2020-06-16;6;Control;;5;1;0;0;0;0,25;2;Flockfibbla;7;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;6;Control;;5;1;0;0;0;0,25;2;Renfana;6;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Storvik;2020-06-16;6;Control;;5;1;0;0;0;0,25;2;Strimsporre;1;Linaria repens;Plantaginaceae;0
2020;Year 1;Storvik;2020-06-16;6;Control;;5;1;0;0;0;0,25;2;Femfingerört;1;Potentilla argentea;Rosaceae;0
2020;Year 1;Storvik;2020-06-16;6;Control;;5;1;0;0;0;0,25;2;Stormåra;1;Gallium mollugo;Rubiaceae;0
2020;Year 1;Storvik;2020-06-16;6;Control;;5;1;0;0;0;0,25;2;Rödklöver;2;Trifolium pratense;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;1;Milled;Alla fraktioner med genomsläpplighet för vatten. Rel mycket inslag av stora stenar 1-8 cm;0;0;0;24;1;0,24;0;;;;;
2020;Year 1;Tallåsen;2020-06-19;1;Control;;5;3;0;0;0;0,25;0;Ängsgröe;1;Poa pratensis;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;1;Control;;5;3;0;0;0;0,25;0;Lingon;24;Vaccinium vitis-idaea;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;1;Control;;5;3;0;0;0;0,25;0;Ljung;12;Calluna vulgaris;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;3;Milled;;0;0;0;24;1;0,24;0;;;;;
2020;Year 1;Tallåsen;2020-06-19;3;Control;;0;0,5;0;3;1;0,24;0;Lingon;23;Vaccinium vitis-idaea;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;3;Control;;0;0,5;0;3;1;0,24;0;Vårtbjörk;5;Betula pendula;Betulaceae;1
2020;Year 1;Tallåsen;2020-06-19;4;Milled;;0;0;0;20;5;0,2;0;Grustrav;2;Arabidopsis suecica;Brassicaceae;0
2020;Year 1;Tallåsen;2020-06-19;4;Milled;;0;0;0;20;5;0,2;0;Strimsporre;1;Linaria repens;Plantaginaceae;0
2020;Year 1;Tallåsen;2020-06-19;4;Control;;2,5;1;0;0;0;0,25;0;Lingon;25;Vaccinium vitis-idaea;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;4;Control;;2,5;1;0;0;0;0,25;0;Skogsklöver;7;Trifolium medium;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;4;Control;;2,5;1;0;0;0;0,25;0;Rödsvingel;2;Festuca rubra;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;5;Milled;;0;0;0;14;11;0,14;0;Knölklocka;2;Campanula rapunculoides;Campanulaceae;0
2020;Year 1;Tallåsen;2020-06-19;5;Milled;;0;0;0;14;11;0,14;0;Kråkvicker;1;Vicia cracca;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;5;Control;;2,5;0;1;2;1;0,24;0;Lingon;25;Vaccinium vitis-idaea;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;5;Control;;2,5;0;1;2;1;0,24;0;Ljung;1;Calluna vulgaris;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;6;Milled;;0;0;0;8;17;0,08;0;Ljung;1;Calluna vulgaris;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;6;Control;;0;0;0;2;12;0,13;;Lingon;14;Vaccinium vitis-idaea;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;7;Milled;;0;0;0;4;21;0,04;0;Kråkvicker;1;Vicia cracca;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;7;Milled;;0;0;0;4;21;0,04;0;Knölklocka;1;Campanula rapunculoides;Campanulaceae;0
2020;Year 1;Tallåsen;2020-06-19;7;Control;;0;0;0;8;8;0,17;0;Lingon;19;Vaccinium vitis-idaea;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Milled;;0;0;0;12;13;0,12;0;Ängsgröe;1;Poa pratensis;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Milled;;0;0;0;12;13;0,12;0;Rödsvingel;1;Festuca rubra;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Milled;;0;0;0;12;13;0,12;0;Knölklocka;5;Campanula rapunculoides;Campanulaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Milled;;0;0;0;12;13;0,12;0;Skogsklöver;1;Trifolium medium;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Liten blåklocka;5;Campanula rotundifolia;Campanulaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Vitmåra;3;Galium boreale;Rubiaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Skogsklöver;15;Trifolium medium;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Rödsvingel;2;Festuca rubra;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Knölklocka;1;Campanula rapunculoides;Campanulaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Lingon;25;Vaccinium vitis-idaea;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Stormåra;1;Gallium mollugo;Rubiaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Milled;;0;0;0;15;10;0,15;0;Skogsklöver;11;Trifolium medium;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Milled;;0;0;0;15;10;0,15;0;Bockrot;1;Pimpinella saxifraga;Apiaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Milled;;0;0;0;15;10;0,15;0;Knölklocka;6;Campanula rapunculoides;Campanulaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Milled;;0;0;0;15;10;0,15;0;Röllika;3;Achillea millefolium;Asteraceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Milled;;0;0;0;15;10;0,15;0;Ängsgröe;3;Poa pratensis;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Skogsklöver;25;Trifolium medium;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Fyrkantig johannesört;3;Hypericum maculatum;Hypericaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Röllika;4;Achillea millefolium;Asteraceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Stormåra;6;Gallium mollugo;Rubiaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Vitmåra;5;Galium boreale;Rubiaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Prästkrage;4;Leucanthemum vulgare;Asteraceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Rödven;3;Agrostis capillaris;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Rödsvingel;16;Festuca rubra;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Knölklocka;2;Campanula rapunculoides;Campanulaceae;0
2020;Year 1;Mo Grindar;2020-06-18;1;Milled;Sandrik morän genomsläppligt men med mycket stora fraktioner material 0-30cm. ;0;0;0;24;1;0,24;0;Kvastfibbla;1;Pilosella cymosa;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;1;Control;;0;1,5;0;0;1;0,24;1;Fårsvingel;14;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;1;Control;;0;1,5;0;0;1;0,24;1;Flockfibbla;7;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;1;Control;;0;1,5;0;0;1;0,24;1;Gråfibbla;23;Pilosella officinarum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;1;Control;;0;1,5;0;0;1;0,24;1;Renfana;2;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;3;Milled;;0;0;0;10;15;0,1;0;Ljung;2;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;3;Control;;20;3;0;0;0;0,25;0;Ljung;8;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;4;Milled;;0;0;0;21;4;0,21;0;;;;;
2020;Year 1;Mo Grindar;2020-06-18;4;Control;;35;2;0;0;0;0,25;0;Ljung;25;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;5;Milled;;0;0;0;21;4;0,21;0;;;;;
2020;Year 1;Mo Grindar;2020-06-18;5;Control;;20;1;0;0;0;0,25;0;Ljung;21;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;5;Control;;20;1;0;0;0;0,25;0;Lingon;1;Vaccinium vitis-idaea;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;5;Control;;20;1;0;0;0;0,25;0;Rödven;1;Agrostis capillaris;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;6;Milled;;0;0;0;22;3;0,22;0;;;;;
2020;Year 1;Mo Grindar;2020-06-18;6;Control;;0;0,5;0;4;6;0,19;1;Fårsvingel;6;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;6;Control;;0;0,5;0;4;6;0,19;1;Gråfibbla;6;Pilosella officinarum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;6;Control;;0;0,5;0;4;6;0,19;1;Renfana;1;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;6;Control;;0;0,5;0;4;6;0,19;1;Ljung;6;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;6;Control;;0;0,5;0;4;6;0,19;1;Flockfibbla;1;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;7;Milled;;0;0;0;8;17;0,08;0;Fårsvingel;2;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;7;Milled;;0;0;0;8;17;0,08;0;Rödven;3;Agrostis capillaris;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;7;Control;;7,5;0;0;6;0;0,25;0;Fårsvingel;5;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;7;Control;;7,5;0;0;6;0;0,25;0;Ljung;20;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Milled;;0;0;0;22;3;0,22;0;Ängsgröe;3;Poa pratensis;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Control;;10;0,5;0;0;8;0,17;0;Fårsvingel;5;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Control;;10;0,5;0;0;8;0,17;0;Ljung;25;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Control;;10;0,5;0;0;8;0,17;0;Gråfibbla;1;Pilosella officinarum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Control;;10;0,5;0;0;8;0,17;0;Ängssvingel;1;Schedonorus pratensis;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Control;;10;0,5;0;0;8;0,17;0;Flockfibbla;4;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Milled;;0;0;0;8;17;0,08;0;Fårsvingel;1;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Milled;;0;0;0;8;17;0,08;0;Rödven;1;Agrostis capillaris;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Milled;;0;0;0;8;17;0,08;0;Bergsyra;1;Rumex acetosella;Polygonaceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Control;;10;2;0;0;10;0,15;0;Rödsvingel;2;Festuca rubra;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Control;;10;2;0;0;10;0,15;0;Ljung;25;Calluna vulgaris;Ericaceae;0
